,revolving_utilization_of_unsecured_lines,age,number_of_time30-59_days_past_due_not_worse,debt_ratio,monthly_income,number_of_open_credit_lines_and_loans,number_of_times90_days_late,number_real_estate_loans_or_lines,number_of_time60-89_days_past_due_not_worse,number_of_dependents,age^2,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,13.0,20.0
35934,0.0,55,0,0.0,8416.0,3,0,0,0,0.0,3025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,0.084589254,76,0,0.044093178,1201.0,8,0,0,0,0.0,5776,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11069,0.058823529000000006,72,0,1053.0,6623.0,7,0,1,0,0.0,5184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77602,0.10592691900000001,34,0,5782.0,6623.0,5,0,3,0,0.0,1156,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1166,0.321934593,44,0,1383.0,6623.0,7,0,2,0,1.0,1936,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5959,0.41522711,39,0,0.388875395,4116.0,9,0,0,0,0.0,1521,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24101,0.675476552,48,1,1.0096485179999999,1450.0,12,0,1,0,1.0,2304,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6286,0.32260417399999997,55,0,0.23623312600000002,9333.0,7,0,1,0,4.0,3025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119214,0.077393401,65,0,1393.0,6623.0,12,0,2,0,1.0,4225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81800,0.313927723,69,0,0.34833948299999995,5419.0,12,0,0,0,0.0,4761,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140668,0.15034171400000002,60,1,1.920327625,4028.0,29,0,13,0,3.0,3600,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73423,0.07992008,23,0,0.00039658900000000003,5042.0,2,0,0,0,0.0,529,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45211,0.32016749,51,0,0.21199547300000002,2650.0,3,0,1,0,0.0,2601,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140162,0.002058702,63,0,0.145737855,12000.0,7,0,1,0,0.0,3969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82587,0.21317951699999999,60,0,0.41491701700000005,5000.0,13,0,1,0,0.0,3600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48950,0.0,66,0,2695.0,6623.0,5,0,1,0,1.0,4356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4605,0.16690740199999998,44,0,5446.0,6623.0,13,0,4,0,0.0,1936,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49442,0.170965807,27,0,25.0,0.0,1,0,0,0,2.0,729,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86004,0.08428587900000001,41,0,5850.0,6623.0,9,0,2,0,2.0,1681,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127870,0.0,78,0,0.373304158,2284.0,11,0,1,0,0.0,6084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113909,0.8290569809999999,32,0,0.221564161,6584.0,5,1,1,0,3.0,1024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74049,0.073162804,63,1,0.5648870229999999,5000.0,14,0,1,0,0.0,3969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110392,0.045949657000000005,33,0,0.08996401400000001,2500.0,6,0,0,0,0.0,1089,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74656,0.01608737,61,0,33.0,0.0,6,0,0,0,0.0,3721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133518,0.183616759,38,0,759.0,6623.0,7,0,0,0,1.0,1444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54179,0.0,41,0,2.071464268,2000.0,7,0,1,0,3.0,1681,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21927,0.503074343,46,0,0.311011602,4912.0,6,0,1,0,3.0,2116,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97411,0.380573084,65,0,5568.0,6623.0,8,0,3,0,0.0,4225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71063,0.094547517,71,0,497.0,6623.0,14,0,0,0,0.0,5041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77851,0.813359332,38,0,1.011789925,1865.0,4,0,1,0,0.0,1444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109189,0.030862935,56,0,0.44325125,5400.0,12,0,1,0,0.0,3136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147713,0.047897899,75,0,0.228074193,4366.0,17,0,2,0,1.0,5625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117422,0.17727247899999998,56,1,0.35318457200000003,6766.0,18,0,1,0,1.0,3136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24904,0.074037397,66,0,115.0,0.0,5,0,0,0,0.0,4356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48169,0.047065958,63,0,5288.0,6623.0,12,0,3,0,1.0,3969,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13016,1.4304915269999998,35,2,0.546755468,11110.0,10,0,2,0,2.0,1225,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61595,0.315931715,59,1,0.503479722,8333.0,9,0,2,0,5.0,3481,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60465,0.9999998999999999,23,0,0.038431975,1300.0,1,0,0,0,0.0,529,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124461,0.517020503,63,0,2202.0,6623.0,7,0,2,0,0.0,3969,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10617,1.058159802,48,8,3082.0,6623.0,11,1,2,2,0.0,2304,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74410,0.9999998999999999,34,0,54.0,6623.0,1,0,0,0,0.0,1156,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31257,0.757721208,56,0,0.445755424,10000.0,7,0,1,0,1.0,3136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45336,0.562564125,40,0,0.23006436100000002,9166.0,14,0,0,0,2.0,1600,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35234,0.006357292,58,0,1748.0,6623.0,11,0,1,0,0.0,3364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64862,0.05657682,61,0,0.498615598,4333.0,10,0,1,0,0.0,3721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92829,0.001823733,61,0,2184.0,6623.0,8,0,2,0,1.0,3721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55706,0.174607111,40,0,0.190097579,2766.0,5,0,0,0,4.0,1600,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74208,0.879330362,34,0,0.332458443,8000.0,9,0,2,0,2.0,1156,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48349,0.867072625,46,0,2410.0,6623.0,3,0,0,0,0.0,2116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102086,0.275729557,57,0,0.19846412300000002,4166.0,12,0,0,0,1.0,3249,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72525,0.200935823,69,0,0.329471602,10616.0,16,0,3,0,0.0,4761,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130284,0.0,25,0,0.0,6623.0,1,0,0,0,1.0,625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47455,0.0,44,0,0.281274375,16666.0,6,0,2,0,2.0,1936,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40610,0.014768781000000002,41,0,0.400999884,8600.0,7,0,2,0,2.0,1681,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84057,0.372680801,57,0,0.25515838399999996,6881.0,11,0,2,0,0.0,3249,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82722,0.0,61,0,0.261341223,1013.0,5,0,0,0,0.0,3721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126195,0.06502744099999999,39,0,0.22419354800000002,5579.0,16,0,4,0,2.0,1521,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18573,0.007791688000000001,67,1,0.154699146,5500.0,9,0,0,0,0.0,4489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136026,0.17220889,58,0,0.030322685,6166.0,7,0,0,0,0.0,3364,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3035,0.433112824,54,0,0.6194509970000001,9325.0,17,0,2,0,1.0,2916,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147644,0.049423340999999996,50,1,1068.5,1.0,10,0,1,0,1.0,2500,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137606,0.477037266,53,4,0.499691644,6485.0,10,0,2,0,2.0,2809,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6970,0.9834309379999999,30,0,1.1927194859999999,1400.0,8,0,1,0,0.0,900,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108411,0.010595594,77,0,0.004924953,4263.0,7,0,0,0,0.0,5929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24441,0.003879282,71,0,2174.0,6623.0,20,0,2,0,0.0,5041,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139800,0.204718113,29,1,0.309326815,5317.0,5,0,1,0,2.0,841,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50001,0.004868101,42,0,0.419144114,7500.0,7,0,2,0,2.0,1764,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18803,1.078334972,39,2,0.12430011199999999,1785.0,6,1,0,0,8.0,1521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
140098,0.749172814,32,0,0.30390401100000003,5583.0,7,0,0,0,0.0,1024,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114069,0.006100638,72,0,3.0,6623.0,8,0,0,0,0.0,5184,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78630,0.7532821279999999,55,0,0.498289269,6429.0,14,0,1,0,0.0,3025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121465,0.039435035,42,0,0.008032129,2240.0,2,0,0,0,0.0,1764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80249,0.0,55,0,0.0,7400.0,6,0,0,0,0.0,3025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103406,0.34191000200000005,64,0,0.393060694,10000.0,7,0,1,0,0.0,4096,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86794,0.9999998999999999,47,1,0.313368549,12304.0,3,0,2,0,2.0,2209,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102914,0.030678832000000003,74,0,0.017309501,5314.0,7,0,0,0,0.0,5476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13460,0.0,43,1,0.431508833,6905.0,12,0,1,0,1.0,1849,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145279,0.23890928399999997,80,0,0.351248164,6809.0,18,0,1,0,1.0,6400,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54761,0.120675716,30,0,0.215371855,7233.0,10,0,1,0,1.0,900,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80519,0.073851868,65,0,0.48394789899999996,5450.0,6,0,2,0,3.0,4225,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77582,0.262886856,40,2,0.410225049,8175.0,13,0,2,0,0.0,1600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41106,0.015445455,83,0,0.012851023,2100.0,6,0,0,0,0.0,6889,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37537,0.529635164,45,0,3883.0,6623.0,17,0,0,0,0.0,2025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79129,0.0,62,0,0.757760195,1642.0,7,0,1,0,0.0,3844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149889,0.270733536,48,1,0.452276323,5688.0,16,0,2,0,4.0,2304,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9064,0.0,61,0,0.394602141,4297.0,9,0,1,0,0.0,3721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108989,0.369127517,49,0,0.36662593,9000.0,21,0,2,0,3.0,2401,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32548,0.0,51,0,0.377759267,2400.0,7,0,1,0,2.0,2601,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119501,0.722615577,37,0,0.31964018,3334.0,9,2,0,0,1.0,1369,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109787,0.020717418,74,0,24.0,6623.0,6,0,0,0,0.0,5476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58543,0.059226213,76,0,0.433826469,2500.0,7,0,1,0,0.0,5776,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15824,0.139996111,52,1,0.494322214,5635.0,16,0,3,0,0.0,2704,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52394,0.00027777,43,0,0.24550800399999997,6121.0,7,0,1,1,2.0,1849,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15365,0.052267443,61,0,0.012951148000000001,10500.0,10,0,0,0,0.0,3721,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99516,0.092346643,53,0,0.23225544,9833.0,12,0,1,0,2.0,2809,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27797,0.9999998999999999,27,0,0.0,2000.0,0,0,0,0,0.0,729,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80966,0.000512807,55,2,0.283265575,9100.0,17,0,1,0,1.0,3025,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76187,0.329510948,46,0,0.48371614700000004,8750.0,14,0,2,0,0.0,2116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141078,0.826505103,48,0,0.315394848,8268.0,12,0,2,0,0.0,2304,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82949,0.0,66,0,0.198400133,12000.0,5,0,1,0,3.0,4356,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5120,0.334424628,74,1,0.13093991,10500.0,19,0,0,0,0.0,5476,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17988,0.9999998999999999,68,0,0.216400911,438.0,1,0,0,0,0.0,4624,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10182,0.275368906,66,0,3192.0,6623.0,12,0,2,0,0.0,4356,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110436,0.99165585,40,0,0.47060364,7636.0,9,0,2,0,2.0,1600,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43791,0.046883709,55,1,0.269877328,2200.0,9,0,1,0,0.0,3025,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44495,0.16978976699999998,53,0,0.19797525300000002,2666.0,7,0,0,0,0.0,2809,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60349,0.752682905,38,0,2359.0,6623.0,5,0,1,0,0.0,1444,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138168,0.05693176900000001,67,0,0.738282715,2666.0,5,0,1,0,0.0,4489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1163,0.506995336,29,0,0.5029988000000001,2500.0,6,0,1,1,0.0,841,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138881,0.317829627,55,0,0.430066271,5733.0,14,0,1,0,2.0,3025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148760,0.0,56,0,2662.0,0.0,14,0,2,0,1.0,3136,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133818,0.008315441,75,0,0.49020689700000003,3624.0,15,0,2,0,0.0,5625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125633,0.447701015,65,0,0.474456449,7496.0,12,0,3,0,0.0,4225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7233,0.0,52,0,0.16014399099999999,10833.0,4,0,1,0,2.0,2704,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142608,0.841087826,53,2,0.25861931,12500.0,8,0,2,0,1.0,2809,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72314,0.179740974,62,0,0.405915845,7200.0,6,0,2,0,0.0,3844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57691,0.168785839,43,0,0.488111206,8200.0,11,0,2,0,0.0,1849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108324,0.0031665609999999996,77,0,2.0,6623.0,2,0,0,0,0.0,5929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8227,0.54798299,51,0,0.41030789799999995,2987.0,6,0,2,0,0.0,2601,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116668,0.023475073,42,0,0.248857857,11600.0,3,0,1,0,0.0,1764,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56280,0.395753475,53,0,0.34739548600000003,10500.0,3,0,1,0,0.0,2809,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74192,0.037031319,61,0,0.053911111,22499.0,16,0,1,0,1.0,3721,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28307,0.103294835,77,0,324.0,6623.0,11,0,1,0,0.0,5929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65511,0.024151519,67,1,0.08636545400000001,2500.0,5,0,0,0,0.0,4489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93947,0.059019599000000006,40,0,0.335375973,7832.0,9,0,1,0,0.0,1600,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136312,0.65677446,59,0,0.97009911,5952.0,11,0,2,0,0.0,3481,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10316,0.005663257,69,0,0.247813411,4801.0,13,0,2,0,0.0,4761,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91393,0.9999998999999999,29,0,0.051498847,1300.0,0,1,0,0,2.0,841,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119622,0.306852529,55,0,0.17168755,3750.0,8,0,0,0,2.0,3025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108086,0.007630575,33,2,411.0,6623.0,2,0,0,0,0.0,1089,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145565,0.171082667,63,0,0.46865192299999997,13700.0,12,0,2,0,1.0,3969,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24934,0.037700693,50,0,0.248175182,10000.0,7,0,1,0,2.0,2500,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49240,0.887195848,75,0,1.179496403,2779.0,9,0,1,0,0.0,5625,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102792,1.025890638,30,1,0.234804631,2763.0,9,0,0,2,3.0,900,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124934,0.114478114,49,1,1.388222465,1833.0,17,0,2,0,0.0,2401,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5825,0.132492696,47,0,0.28985420300000003,16666.0,14,0,1,0,2.0,2209,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113857,0.573178713,32,0,0.385108086,3746.0,9,0,0,0,3.0,1024,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105689,0.049065030999999995,78,0,0.184979447,9000.0,3,0,1,0,2.0,6084,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70574,0.08204460400000001,49,0,6980.0,6623.0,11,1,2,0,0.0,2401,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107392,1.068490002,56,1,0.275668537,3028.0,6,0,0,1,0.0,3136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145336,0.902763889,28,2,0.6261996160000001,2083.0,8,0,0,1,0.0,784,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19223,0.040038431,47,0,0.212889955,8750.0,5,0,2,0,1.0,2209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22432,0.713159248,46,2,0.322247862,7366.0,10,0,0,0,1.0,2116,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37348,0.206885882,74,0,607.0,6623.0,9,0,0,0,1.0,5476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34187,0.312610708,54,0,0.23991448899999998,14500.0,10,0,2,0,0.0,2916,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43888,0.15349616300000002,48,1,0.20373709199999998,6100.0,20,0,2,0,0.0,2304,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59100,0.239050425,59,0,0.36282628299999997,11109.0,8,0,2,0,1.0,3481,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84122,0.261331209,54,0,0.395709801,5733.0,16,0,1,0,1.0,2916,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86130,0.248955729,49,0,0.42341605299999996,11000.0,19,0,2,0,1.0,2401,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71604,0.066345136,26,0,0.129472822,3660.0,5,0,0,0,0.0,676,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
